Shipment ID;Booking Number;BL Number;Customer Name;Incoterm;Cargo Type;Commodity;Cargo Volume CBM;Container Type;Container Qty;Origin Port;Destination Port;Vessel Name;Shipping Line;ETD;ETA;Actual Departure;Actual Arrival;Cut Off Time;Closing Time;Total Charge USD;Shipment Status;Priority Level;PIC Name;Created Date;Last Update Timestamp
SHP0084;BKG000084;BL000084;PT Prime Components;DAP;FCL;Chemicals;81.56.00;40HC;3;Hong Kong;Semarang;MV Ocean Star;OceanLink Shipping;07/04/25;16/04/25 00.00;08/04/25 00.00;18/04/25 12.00;05/04/25;06/04/25;7985.40.00;Customs Clearance;Low;Budi Santoso;28/03/25;14/04/25
SHP0085;BKG000085;BL000085;PT Aurora Trading;FOB;LCL;Food Products;0,959027778;20GP;8;Shenzhen;Jakarta;MV Pacific Trader; OceanLink Shipping;22/07/25;30/07/25 00.00;21/07/25 20.00;;20/07/25;21/07/25;7656.40.00;At Origin;Low;Andi Pratama;12/07/25;28/07/25
SHP0086;BKG000086;BL000086;PT Infinity Manufacturing;EXW;LCL;Food Products;35.00.00;40GP;2;Shanghai;Semarang;MV Pacific Trader;Maritime Connect Lines;24/04/25;11/05/25 00.00;24/04/25 18.00;14/05/25 04.00;22/04/25;23/04/25;4350.00.00;Delivered;Medium;Andi Pratama;14/04/25;11/05/25
SHP0087;BKG000087;BL000087;PT Golden Arch Supply;CIF;LCL;Consumer Electronics;77.83;40GP;6;Shenzhen;Jakarta;MV Blue Horizon;Pacific Horizon Shipping;01/03/25;10/03/25 00.00;;;27/02/25;28/02/25;8694.20.00;At Origin;Medium;Budi Santoso;19/02/25;10/03/25
SHP0088;BKG000088;BL000088;PT Atlas Components;DAP;LCL;Textiles;32.34.00;20GP;8;Singapore;Surabaya;MV Emerald Passage;Archipelago Maritime;17/02/25;25/02/25 00.00;17/02/25 07.00;28/02/25 00.00;15/02/25;16/02/25;6828.60;Delivered;Low;Cindy Wijaya;07/02/25;07/03/25
SHP0089;BKG000089;BL000089;PT Polaris Trading;FOB;FCL;Food Products;55.56.00;40HC;1;Hong Kong;Jakarta;MV Sea Pioneer;bluewave lines;07/01/24;20/01/24 00.00;06/01/24 20.00;20/01/24 02.00;05/01/24;06/01/24;6938.88;Delivered;High;Sarah Amelia;28/12/23;22/01/24
SHP0090;BKG000090;BL000090;PT Zenith Industrial;FOB;FCL;Industrial Equipment;78.73;20GP;5;Hong Kong;Semarang;MV Emerald Passage;Global Route Shipping;07/03/25;15/03/25 00.00;07/03/25 15.00;15/03/25 02.00;05/03/25;06/03/25;7808.20.00;Delivered;Low;Andi Pratama;25/02/25;21/03/25
SHP0091;BKG000091;BL000091;PT Alpha Manufacturing;FOB;FCL;Food Products;52.63;40GP;8;Singapore;Jakarta;MV Aurora Navigator;Maritime Connect Lines;18/06/25;22/06/25 00.00;18/06/25 07.00;;16/06/25;17/06/25;8828.20.00;In Transit;Low;Cindy Wijaya;08/06/25;06/07/25
SHP0092;BKG000092;BL000092;PT Prime Components;EXW;FCL;Consumer Electronics;62.17.00;20GP;2;Shanghai;Jakarta;MV Ocean Star;BlueWave  Lines;16/01/24;02/02/24 00.00;16/01/24 00.00;;14/01/24;15/01/24;5231.80;In Transit;Low;Cindy Wijaya;06/01/24;22/01/24
SHP0093;BKG000093;BL000093;PT Golden Arch Supply;FOB;LCL;Textiles;64.41.00;40GP;5;Singapore;Semarang;MV Ocean Star;BlueWave Lines;28/05/24;06/06/24 00.00;28/05/24 18.00;08/06/24 12.00;26/05/24;27/05/24;8298.40.00;Delivered;Low;Fajar Nugroho;18/05/24;07/06/24
SHP0094;BKG000094;BL000094;PT Horizon Industries;DAP;LCL;Textiles;66.04.00;40GP;3;Shanghai;Jakarta;MV Aurora Navigator;Pacific Horizon Shipping;02/03/24;13/03/24 00.00;;;29/02/24;01/03/24;6070.60;At Origin;Low;Cindy Wijaya;21/02/24;17/03/24
SHP0095;BKG000095;BL000095;PT Frontier Packaging;DAP;FCL;Chemicals;54.90;40GP;7;Shanghai;Jakarta;MV Ocean Explorer;Maritime Connect Lines;03/03/24;15/03/24 00.00;04/03/24 00.00;;01/03/24;02/03/24;6417.00.00;In Transit;Low;Cindy Wijaya;22/02/24;04/03/24
SHP0096;BKG000096;BL000096;PT Alpha Manufacturing;DAP;FCL;Textiles;0,648611111;40HC;8;Port Klang;Jakarta;MV Ocean Star;BlueWave Lines;13/02/24;23/02/24 00.00;;;11/02/24;12/02/24;7162.60;At Origin;Medium;Dimas Saputra;03/02/24;21/02/24
SHP0097;BKG000097;BL000097;PT Velocity Electronics;FOB;LCL;Food Products;49.57.00;40HC;6;Singapore;Jakarta;MV Blue Horizon;bluewave lines;17/09/24;24/09/24 00.00;20/09/24 00.00;24/09/24 06.00;15/09/24;16/09/24;6887.80;Customs Clearance;Low;Andi Pratama;07/09/24;06/10/24
SHP0098;BKG000098;BL000098;PT Crescent Holdings;DAP;LCL;Food Products;70.61;20GP;4;Singapore;Jakarta;MV Atlas Voyager;Eastern Cargo Line;23/10/24;26/10/24 00.00;;;21/10/24;22/10/24;6813.40.00;At Origin;Low;Rizky Kurniawan;13/10/24;03/11/24
SHP0099;BKG000099;BL000099;PT Pacific Consumer Goods;CIF;LCL;Textiles;51.91;40GP;5;Shenzhen;Jakarta;MV Emerald Passage;Pacific Horizon Shipping;04/02/24;13/02/24 00.00;05/02/24 00.00;;02/02/24;03/02/24;6076.40.00;In Transit;Low;Budi Santoso;25/01/24;15/02/24
SHP0100;BKG000100;;PT Prime Components;DAP;LCL;Food Products;85.35.00;20GP;7;Singapore;Semarang;MV Southern Crest;TransMarine Logistics;24/07/25;01/08/25 00.00;24/07/25 06.00;01/08/25 07.00;22/07/25;23/07/25;7389.00.00;Delivered;Low;Yoga Mahendra;14/07/25;08/08/25
SHP0101;BKG000101;BL000101;PT Aurora Trading;FOB;LCL;Industrial Equipment;07.22;40HC;1;Singapore;Surabaya;MV Ocean Star;Pacific Horizon Shipping;25/06/24;05/07/24 00.00;;;23/06/24;24/06/24;4532.80;At Origin;Low;Andi Pratama;15/06/24;30/06/24
SHP0102;BKG000102;BL000102;PT Falcon Dynamics;EXW;FCL;Food Products;30.50.00;40GP;7;Singapore;Surabaya;MV Island Navigator;Maritime Connect Lines;26/08/25;03/09/25 00.00;30/08/25 00.00;;24/08/25;25/08/25;6963.00.00;In Transit;Low;Fajar Nugroho;16/08/25;02/09/25
SHP0103;BKG000103;BL000103;PT Horizon Industries;DAP;FCL;Food Products;86.30.00;40GP;1;Busan;Jakarta;MV Coral Voyager;Pacific Horizon Shipping;25/09/25;04/10/25 00.00;;;23/09/25;24/09/25;9189.60;At Origin;High;Dimas Saputra;15/09/25;07/10/25
SHP0104;BKG000104;BL000104;PT Quantum Retail;CIF;LCL;Chemicals;25.44.00;40GP;4;Shanghai;Jakarta;MV Sapphire Route;BlueWave Lines;20/07/25;03/08/25 00.00;20/07/25 17.00;;18/07/25;19/07/25;4898.60;In Transit;Low;Rizky Kurniawan;10/07/25;24/07/25
SHP0105;BKG000105;BL000105;PT Prime Components;CIF;LCL;Industrial Equipment;12.49;20GP;6;Shenzhen;Surabaya;MV Coral Voyager;Global Route Shipping;28/02/24;11/03/24 00.00;;;26/02/24;27/02/24;7194.72;At Origin;High;Budi Santoso;18/02/24;
SHP0106;BKG000106;BL000106;PT Golden Arch Supply;CIF;LCL;Consumer Electronics;71.48.00;40HC;5;Shanghai;Surabaya;MV Pacific Trader;BlueWave Lines;07/06/25;18/06/25 00.00;07/06/25 05.00;18/06/25 19.00;05/06/25;06/06/25;7104.20.00;Customs Clearance;Low;Nadia Lestari;28/05/25;13/06/25
SHP0107;BKG000107;BL000107;PT Infinity Manufacturing;EXW;LCL;Chemicals;20.13;40HC;4;Hong Kong;Surabaya;MV Coral Voyager;Archipelago Maritime;30/03/24;06/04/24 00.00;30/03/24 23.00;;28/03/24;29/03/24;4740.20.00;At Origin;Medium;Sarah Amelia;20/03/24;11/04/24
SHP0108;BKG000108;BL000108;PT Sapphire Consumer;EXW;LCL;Chemicals;78.74;40GP;4;Shanghai;Jakarta;MV Eastern Pearl;Pacific Horizon Shipping;16/01/24;24/01/24 00.00;15/01/24 22.00;23/01/24 04.00;14/01/24;15/01/24;8881.92;Customs Clearance;High;Budi Santoso;06/01/24;02/02/24
SHP0109;BKG000109;BL000109;PT Skyline Distribution;DAP;LCL;Textiles;68.12.00;20GP;5;Singapore;Semarang;MV Crystal Mariner;Global Route Shipping;07/09/24;10/09/24 00.00;07/09/24 22.00;;05/09/24;06/09/24;6609.80;In Transit;Low;Kevin Halim;28/08/24;10/09/24
SHP0110;BKG000110;BL000110;PT Velocity Electronics;FOB;FCL;Chemicals;25.00.00;40HC;8;Hong Kong;Jakarta;MV Coral Voyager;BlueWave Lines;31/01/24;05/02/24 00.00;31/01/24 23.00;04/02/24 17.00;29/01/24;30/01/24;7100.00.00;Delivered;Low;Cindy Wijaya;21/01/24;09/02/24
SHP0111;BKG000111;BL000111;PT Polaris Trading;FOB;LCL;Chemicals;344.00.00;20GP;26;Shanghai;Semarang;MV Southern Crest;BlueWave Lines;04/05/24;16/05/24 00.00;06/05/24 00.00;17/05/24 14.00;02/05/24;03/05/24;45294.00;Delivered;Low;Maya Putri;24/04/24;18/05/24
SHP0112;BKG000112;BL000112;PT Vertex Manufacturing;DAP;LCL;Food Products;23.15;40GP;7;Hong Kong;Surabaya;MV Coral Voyager;BlueWaev Lines;23/02/24;01/03/24 00.00;23/02/24 23.00;;21/02/24;22/02/24;7261.00.00;Customs Clearance;Low;Andi Pratama;13/02/24;06/03/24
SHP0113;BKG000113;BL000113;PT Velocity Electronics;CIF;FCL;Industrial Equipment;40.11.00;40HC;1;Shanghai;Jakarta;MV Coral Voyager;OceanVista Carriers;27/06/25;10/07/25 00.00;;;25/06/25;26/06/25;4382.40.00;At Origin;Low;Budi Santoso;17/06/25;29/06/25
SHP0114;BKG000114;BL000114;PT Evergreen Industrial;FOB;FCL;Industrial Equipment;0,549305556;20GP;7;SHANGHAI;Jakarta;MV Northern Tide;BlueWave Lines;05/10/25;18/10/25 00.00;08/10/25 00.00;;03/10/25;04/10/25;6082.40.00;In Transit;Medium;Budi Santoso;25/09/25;25/10/25
SHP0115;BKG000115;BL000115;PT Ocean Retail Group;CIF;LCL;Consumer Electronics;47.02.00;40GP;7;hong kong;Surabaya;MV Coral Voyager;OceanVista Carriers;27/08/25;08/09/25 00.00;27/08/25 23.00;07/09/25 23.00;25/08/25;26/08/25;7550.16.00;Customs Clearance;High;Indah Permata;17/08/25;15/09/25
SHP0116;BKG000116;BL000116;PT Golden Arch Supply;DAP;LCL;Food Products;74.06.00;20GP;4;Port Klang;Jakarta;MV Ocean Star;Global Route Shipping;15/07/25;23/07/25 00.00;;;13/07/25;14/07/25;7415.40.00;At Origin;Low;Cindy Wijaya;05/07/25;21/07/25
SHP0117;BKG000117;BL000117;PT Alpha Manufacturing;CIF;LCL;Consumer Electronics;69.95;20GP;2;Hong Kong;Surabaya;MV Ocean Star;Maritime Connect Lines;18/10/24;28/10/24 00.00;;;16/10/24;17/10/24;5846.00.00;At Origin;Low;Dimas Saputra;08/10/24;22/10/24
SHP0118;BKG000118;BL000118;PT Skyline Distribution;DAP;LCL;Chemicals;61.43.00;40HC;5;Hong Kong;Jakarta;MV Coral Voyager;OceanLink Shipping;02/03/25;12/03/25 00.00;;;28/02/25;01/03/25;6232.20.00;At Origin;Low;Andi Pratama;20/02/25;07/03/25
SHP0119;BKG000119;BL000119;PT Frontier Packaging;EXW;LCL;Textiles;15.17;40GP;2;Shenzhen;Jakarta;MV Pacific Trader;OceanLink Shipping;30/04/24;13/05/24 00.00;30/04/24 14.00;15/05/24 04.00;28/04/24;29/04/24;5064.80;Customs Clearance;Low;Budi Santoso;20/04/24;17/05/24
SHP0120;BKG000120;BL000120;PT Meridian Plastics;EXW;LCL;Industrial Equipment;382.00.00;40GP;22;Shenzhen;Jakarta;MV Pacific Trader;OceanLink  Shipping;26/05/25;07/06/25 00.00;27/05/25 00.00;06/06/25 18.00;24/05/25;25/05/25;42307.00;Customs Clearance;Medium;Yoga Mahendra;16/05/25;03/06/25
SHP0121;BKG000121;BL000121;PT Harbor Distribution;FOB;FCL;Industrial Equipment;51.71;40GP;5;Hong Kong;Surabaya;MV Crystal Mariner;bluewave lines;11/01/24;20/01/24 00.00;;;09/01/24;10/01/24;7722.40.00;At Origin;Low;Andi Pratama;01/01/24;23/01/24
SHP0122;BKG000122;BL000122;PT Aurora Trading;CIF;FCL;Food Products;34.95;40GP;3;Shanghai;Jakarta;MV Coral Voyager;Pacific Horizon Shipping;10/03/24;26/03/24 00.00;20/03/24 00.00;28/03/24 04.00;08/03/24;09/03/24;6133.00.00;Customs Clearance;Low;Andi Pratama;29/02/24;22/03/24
SHP0123;BKG000123;BL000123;PT Harbor Distribution;DAP;LCL;Textiles;80.16.00;40GP;3;Hong Kong;Surabaya;MV Northern Tide;Global Route Shipping;23/04/24;07/05/24 00.00;23/04/24 10.00;;21/04/24;22/04/24;5973.40.00;In Transit;Medium;Fajar Nugroho;13/04/24;25/04/24
SHP0124;BKG000124;BL000124;PT Quantum Retail;FOB;LCL;Consumer Electronics;71.31.00;40GP;1;Port Klang;Jakarta;MV Horizon Carrier;Pacific Horizon Shipping;13/10/25;21/10/25 00.00;13/10/25 11.00;22/10/25 12.00;11/10/25;12/10/25;6379.40.00;Delivered;Medium;Budi Santoso;03/10/25;29/10/25
SHP0125;BKG000125;BL000125;PT Horizon Industries;CIF;FCL;Cntr Parts;54.95;20GP;3;Hong Kong;Jakarta;MV Blue Horizon;OceanVista Carriers;10/06/25;24/06/25 00.00;14/06/25 00.00;;08/06/25;09/06/25;7116.00.00;At Origin;Low;Sarah Amelia;31/05/25;24/06/25
SHP0126;BKG000126;BL000126;PT Vertex Manufacturing;CIF;FCL;Industrial Equipment;26.24.00;20GP;5;Busan;Jakarta;MV Horizon Carrier;OceanLink Shipping;26/11/24;07/12/24 00.00;;;24/11/24;25/11/24;6737.52.00;At Origin;High;Cindy Wijaya;16/11/24;28/11/24
SHP0127;BKG000127;BL000127;PT Frontier Packaging;CIF;FCL;Chemicals;0,26875;40HC;3;Port Klang;Jakarta;MV Sapphire Route;OceanLink Shipping;25/02/24;06/03/24 00.00;;;23/02/24;24/02/24;3948.80;At Origin;Medium;Maya Putri;15/02/24;28/02/24
SHP0128;BKG000128;BL000128;PT Prime Components;EXW;LCL;Consumer Electronics;71.76;20GP;2;Shanghai;Jakarta;MV Pacific Trader;Maritime Connect Lines;12/11/24;30/11/24 00.00;15/11/24 00.00;30/11/24 03.00;10/11/24;11/11/24;6201.40.00;Customs Clearance;Low;Budi Santoso;02/11/24;24/11/24
SHP0129;BKG000129;BL000129;PT Ocean Retail Group;FOB;LCL;Industrial Equipment;50.74;40GP;4;Shenzhen;Surabaya;MV Ocean Star;Eastern Cargo Line;08/03/24;23/03/24 00.00;10/03/24 00.00;24/03/24 08.00;06/03/24;07/03/24;7116.60;Delivered;Medium;Cindy Wijaya;27/02/24;16/03/24
SHP0130;BKG000130;BL000130;PT Terra Logistics Partners;EXW;LCL;Chemicals;16.01;40GP;4;Busan;Jakarta;MV Sea Pioneer;Pacific Horizon Shipping;10/05/24;18/05/24 00.00;;;08/05/24;09/05/24;4300.40.00;At Origin;Medium;Budi Santoso;30/04/24;25/05/24
SHP0131;BKG000131;BL000131;PT Sapphire Consumer;DAP;FCL;Food Products;55.52.00;20GP;3;Singapore;Semarang;MV Pacific Trader;BlueWave Lines;26/03/25;02/04/25 00.00;;;24/03/25;25/03/25;6945.80;At Origin;Low;Maya Putri;16/03/25;14/04/25
SHP0132;BKG000132;;PT Prime Components;DAP;FCL;Consumer Electronics;0,360416667;40GP;5;Shanghai;Jakarta;MV Horizon Carrier;OceanLink Shipping;25/08/24;11/09/24 00.00;25/08/24 10.00;;23/08/24;24/08/24;4241.60;In Transit;Low;Kevin Halim;15/08/24;06/09/24
SHP0133;BKG000133;BL000133;PT Aurora Trading;DAP;FCL;Consumer Electronics;34.26.00;40HC;6;Shenzhen;Jakarta;MV Coral Voyager;Pacific Horizon Shipping;15/05/24;23/05/24 00.00;15/05/24 18.00;;13/05/24;14/05/24;5296.40.00;At Origin;Low;Budi Santoso;05/05/24;19/05/24
SHP0134;BKG000134;BL000134;PT Alpha Manufacturing;FOB;LCL;Consumer Electronics;55.55.00;40GP;4;Port Klang;Jakarta;MV Horizon Carrier;OceanLink Shipping;30/12/25;03/01/26 00.00;30/12/25 08.00;;28/12/25;29/12/25;6992.00.00;In Transit;Medium;Fajar Nugroho;20/12/25;15/01/26
SHP0135;BKG000135;BL000135;PT Aurora Trading;FOB;FCL;Industrial Equipment;81.29.00;40HC;1;Shanghai;Semarang;MV Eastern Pearl;OceanLink Shipping;23/12/24;05/01/25 00.00;22/12/24 20.00;07/01/25 02.00;21/12/24;22/12/24;5264.60;Customs Clearance;Medium;Dimas Saputra;13/12/24;05/01/25
SHP0136;BKG000136;BL000136;PT Frontier Packaging;EXW;LCL;Industrial Equipment;62.86;40HC;8;Hong Kong;Jakarta;MV Blue Horizon;Pacific Horizon Shipping;23/12/24;05/01/25 00.00;29/12/24 00.00;;21/12/24;22/12/24;7643.40.00;In Transit;Low;Rizky Kurniawan;13/12/24;25/12/24
SHP0137;BKG000137;BL000137;PT Nexus Manufacturing;CIF;LCL;Chemicals;86.80;20GP;6;Port Klang;Jakarta;MV Eastern Pearl;BlueWave Lines;16/06/24;23/06/24 00.00;16/06/24 21.00;;14/06/24;15/06/24;7765.00.00;In Transit;Low;Andi Pratama;06/06/24;02/07/24
SHP0138;BKG000138;BL000138;PT Golden Arch Supply;DAP;LCL;Chemicals;79.85;20GP;4;Port Klang;Semarang;MV Eastern Pearl;Pacific Horizon Shipping;18/10/25;22/10/25 00.00;17/10/25 21.00;;16/10/25;17/10/25;8013.00.00;In Transit;Low;Yoga Mahendra;08/10/25;02/11/25
SHP0139;BKG000139;BL000139;PT Aurora Trading;DAP;LCL;Chemicals;0,265277778;40GP;5;Shanghai;Jakarta;MV Coastal Venture;Pacific Horizon Shipping;13/01/24;24/01/24 00.00;13/01/24 09.00;;11/01/24;12/01/24;4535.80;In Transit;Low;Budi Santoso;03/01/24;28/01/24
SHP0140;BKG000140;BL000140;PT Prime Components;EXW;FCL;Cntr Parts;88.26.00;40HC;5;Singapore;Semarang;MV Coral Voyager;Global Route Shipping;24/04/25;01/05/25 00.00;23/04/25 22.00;01/05/25 15.00;22/04/25;23/04/25;6944.40.00;Customs Clearance;Low;Nadia Lestari;14/04/25;27/04/25
SHP0141;BKG000141;BL000141;PT Horizon Industries;CIF;FCL;Chemicals;67.78;20GP;7;Shanghai;Surabaya;MV Pacific Trader;Pacific Horizon Shipping;14/09/24;02/10/24 00.00;15/09/24 00.00;;12/09/24;13/09/24;7168.20.00;In Transit;Medium;Andi Pratama;04/09/24;24/09/24
SHP0142;BKG000142;BL000142;PT Prime Components;CIF;LCL;Chemicals;50.50.00;40GP;5;Shanghai;Jakarta;MV Pacific Trader;TransMarine Logistics;23/11/24;09/12/24 00.00;;;21/11/24;22/11/24;7067.00.00;At Origin;Low;Cindy Wijaya;13/11/24;09/12/24
SHP0143;BKG000143;BL000143;PT Stellar Commerce;FOB;FCL;Chemicals;16.40;40GP;7; Singapore;Jakarta;MV Ocean Star;OceanVista Carriers;03/10/25;06/10/25 00.00;03/10/25 05.00;06/10/25 05.00;01/10/25;02/10/25;6220.00.00;Customs Clearance;Medium;Maya Putri;23/09/25;23/10/25
SHP0144;BKG000144;BL000144;PT Vertex Manufacturing;FOB;LCL;Industrial Equipment;07.52;20GP;3;Busan;Jakarta;MV Emerald Passage;Archipelago Maritime;08/11/25;17/11/25 00.00;08/11/25 12.00;16/11/25 05.00;06/11/25;07/11/25;3080.80;Customs Clearance;Low;Kevin Halim;29/10/25;11/11/25
SHP0145;BKG000145;BL000145;PT Ocean Retail Group;CIF;LCL;Textiles;56.55.00;20GP;6;Hong Kong;Semarang;MV Ocean Explorer;Pacific Horizon Shipping;02/10/25;07/10/25 00.00;02/10/25 10.00;;30/09/25;01/10/25;7905.00.00;Customs Clearance;Low;Andi Pratama;22/09/25;07/10/25
SHP0146;BKG000146;BL000146;PT Falcon Dynamics;CIF;LCL;Consumer Electronics;0,647916667;40HC;6;Hong Kong;Jakarta;MV Crystal Mariner;Eastern Cargo Line;12/07/24;22/07/24 00.00;11/07/24 20.00;;10/07/24;11/07/24;5739.20.00;At Origin;low;Fajar Nugroho;02/07/24;16/07/24
SHP0147;BKG000147;BL000147;PT Ocean Retail Group;DAP;FCL;Chemicals;48.71;40GP;8;Shanghai;Jakarta;MV Ocean Explorer;OceanLink Shipping;14/08/24;24/08/24 00.00;19/08/24 00.00;27/08/24 18.00;12/08/24;13/08/24;6775.40.00;Delivered;Medium;Budi Santoso;04/08/24;17/08/24
SHP0148;BKG000148;BL000148;PT Ocean Retail Group;FOB;LCL;Food Products;224.00.00;20GP;15;Singapore;Jakarta;MV Ocean Star;Global Route Shipping;27/04/24;02/05/24 00.00;04/05/24 00.00;;25/04/24;26/04/24;45803.00;In Transit;High;Indah Permata;17/04/24;29/04/24
SHP0149;BKG000149;BL000149;PT Velocity Electronics;CIF;LCL;Consumer Electronics;56.66;20GP;2;Busan;Surabaya;MV Ocean Star;OceanLink Shipping;25/12/25;07/01/26 00.00;26/12/25 00.00;10/01/26 00.00;23/12/25;24/12/25;6923.40.00;Delivered;Low;Budi Santoso;15/12/25;02/01/26
SHP0150;BKG000150;BL000150;PT Alpha Manufacturing;DAP;FCL;Industrial Equipment;50.30.00;40HC;2;Singapore;Semarang;MV Coral Voyager;OceanLink Shipping;14/02/24;20/02/24 00.00;;;12/02/24;13/02/24;6077.00.00;At Origin;Low;Cindy Wijaya;04/02/24;29/02/24
SHP0151;BKG000151;BL000151;PT Vertex Manufacturing;CIF;LCL;Food Products;75.59.00;40HC;5;Hong Kong ;Semarang;MV Southern Crest;Northstar Freight Lines;08/07/24;23/07/24 00.00;09/07/24 00.00;25/07/24 14.00;06/07/24;07/07/24;8541.60;Delivered;Medium;Andi Pratama;28/06/24;13/07/24
SHP0152;BKG000152;BL000152;PT Frontier Packaging;CIF;LCL;Food Products;87.14.00;40HC;8;Shenzhen;Jakarta;MV Pacific Trader;OceanVista Carriers;17/03/24;30/03/24 00.00;17/03/24 07.00;30/03/24 19.00;15/03/24;16/03/24;9383.60;Customs Clearance;Medium;Cindy Wijaya;07/03/24;22/03/24
SHP0153;BKG000153;BL000153;PT Nova Electronics;DAP;LCL;Food Products;84.49.00;40GP;1;Port Klang;Jakarta;MV Meridian Star;BlueWave Lines;23/04/25;27/04/25 00.00;;;21/04/25;22/04/25;6629.60;At Origin;Low;Indah Permata;13/04/25;28/04/25
SHP0154;BKG000154;BL000154;PT Lunar Components;DAP;FCL;Consumer Electronics;82.52.00;20GP;4;Shenzhen;Semarang;MV Ocean Star;BlueWave Lines;25/09/24;03/10/24 00.00;25/09/24 03.00;04/10/24 13.00;23/09/24;24/09/24;7743.36.00;Customs Clearance;High;Indah Permata;15/09/24;28/09/24
SHP0155;BKG000155;BL000155;PT Golden Arch Supply;CIF;LCL;Textiles;64.98;40GP;1;Busan;Surabaya;MV Coral Voyager;Global Route Shipping;12/10/25;27/10/25 00.00;12/10/25 11.00;;10/10/25;11/10/25;6887.20.00;At Origin;Medium;Andi Pratama;02/10/25;20/10/25
SHP0156;BKG000156;BL000156;PT Harbor Distribution;EXW;LCL;Food Products;36.85;40GP;3;Hong Kong;Jakarta;MV Blue Horizon;BlueWave Lines;18/11/25;03/12/25 00.00;26/11/25 00.00;02/12/25 07.00;16/11/25;17/11/25;5817.00.00;Customs Clearance;Low;Nadia Lestari;08/11/25;07/12/25
SHP0157;BKG000157;BL000157;PT Prime Components;DAP;LCL;Consumer Electronics;75.80;40GP;3;Port Klang;Surabaya;MV Pacific Trader;Pacific Horizon Shipping;24/04/25;28/04/25 00.00;23/04/25 18.00;28/04/25 20.00;22/04/25;23/04/25;5812.00.00;Customs Clearance;Low;Andi Pratama;14/04/25;25/04/25
SHP0158;BKG000158;BL000158;PT Alpha Manufacturing;FOB;FCL;Chemicals;66.58.00;20GP;1;Singapore;Jakarta;MV Pacific Trader;Maritime Connect Lines;28/05/25;04/06/25 00.00;28/05/25 11.00;;26/05/25;27/05/25;6204.20.00;In Transit;Low;Dimas Saputra;18/05/25;06/06/25
SHP0159;BKG000159;BL000159;PT Nova Electronics;DAP;LCL;Consumer Electronics;59.11.00;40GP;6;Shanghai;Jakarta;MV Pacific Trader;TransMarine  Logistics;05/08/24;12/08/24 00.00;08/08/24 00.00;12/08/24 15.00;03/08/24;04/08/24;9829.68;Customs Clearance;High;Cindy Wijaya;26/07/24;18/08/24
SHP0160;BKG000160;BL000160;PT Vertex Manufacturing;DAP;FCL;Food Products;56.03.00;40HC;6;Shanghai;Jakarta;MV Blue Horizon;Pacific Horizon Shipping;31/07/25;11/08/25 00.00;05/08/25 00.00;11/08/25 13.00;29/07/25;30/07/25;7753.20.00;Delivered;Low;Rizky Kurniawan;21/07/25;14/08/25
SHP0161;BKG000161;BL000161;PT Frontier Packaging;DAP;FCL;Textiles;24.69;40HC;8;Singapore;Semarang;MV Sea Pioneer;OceanLink Shipping;08/09/25;18/09/25 00.00;08/09/25 13.00;;06/09/25;07/09/25;6599.60;At Origin;Medium;Andi Pratama;29/08/25;25/09/25
SHP0162;BKG000162;BL000162;PT Meridian Plastics;DAP;FCL;Chemicals;37.27.00;20GP;1;Hong Kong;Jakarta;MV Pacific Trader;Pacific  Horizon  Shipping;12/04/24;20/04/24 00.00;11/04/24 20.00;;10/04/24;11/04/24;4149.80;In Transit;Medium;Andi Pratama;02/04/24;24/04/24
SHP0163;BKG000163;BL000163;PT Summit Foods;FOB;LCL;Chemicals;40.86;40GP;4;Busan;Surabaya;MV Atlas Voyager;OceanLink Shipping;14/06/24;28/06/24 00.00;16/06/24 00.00;28/06/24 06.00;12/06/24;13/06/24;6498.40.00;Customs Clearance;Low;Indah Permata;04/06/24;15/06/24
SHP0164;BKG000164;BL000164;PT Aurora Trading;CIF;LCL;Food Products;81.82;40GP;4;Singapore;Surabaya;MV Coral Voyager;Pacific Horizon Shipping;02/03/24;11/03/24 00.00;02/03/24 15.00;;29/02/24;01/03/24;6718.80;In Transit;Low;Cindy Wijaya;21/02/24;13/03/24
SHP0165;BKG000165;BL000165;PT Frontier Packaging;CIF;LCL;Industrial Equipment;85.98;20GP;5;Port Klang;Jakarta;MV Coral Voyager;OceanLink Shipping;09/08/24;14/08/24 00.00;08/08/24 18.00;;07/08/24;08/08/24;8111.20.00;In Transit;Low;Kevin Halim;30/07/24;29/08/24
SHP0166;BKG000166;BL000166;PT Atlas Components;DAP;FCL;Food Products;18.04;20GP;5;Busan;Jakarta;MV Blue Horizon;OceanLink Shipping;02/08/24;14/08/24 00.00;02/08/24 05.00;13/08/24 00.00;31/07/24;01/08/24;5450.60;Delivered;Medium;Budi Santoso;23/07/24;07/08/24
SHP0167;BKG000167;BL000167;PT Golden Arch Supply;FOB;LCL;Industrial Equipment;58.51.00;40HC;7;Port Klang;Jakarta;MV Eastern Pearl;Eastern Cargo Line;10/02/25;13/02/25 00.00;20/02/25 00.00;21/02/25 00.00;08/02/25;09/02/25;7263.40.00;Delivered;Low;Budi Santoso;31/01/25;27/02/25
SHP0168;BKG000168;BL000168;PT Nova Electronics;DAP;FCL;Consumer Electronics;0,541666667;40GP;3;Hong Kong;Jakarta;MV Ocean Star;OceanLink Shipping;19/02/24;03/03/24 00.00;19/02/24 18.00;;17/02/24;18/02/24;4670.00.00;In Transit;Low;Sarah Amelia;09/02/24;02/03/24
